finding_id,case_id,package_name,warning
292e3780817eb8d3a4cf,case_014,requests,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
1f33321a533d386526a2,case_014,requests,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
02f460ad7b9398cf21c0,case_010,requests,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
00038eb9bb0dfb81077c,case_012,requests,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
edade59c3034ed4a4b87,case_018,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
ec3d9df3e9afb2fadb64,case_026,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
ec3049588b2ab2480b0b,case_028,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
e7d36891696764a732ce,case_028,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
dfc17a2c69555b27a464,case_030,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
dd3309273e4d0f97023a,case_020,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
db2873a4b62c6d238db3,case_026,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
d7b746928d908d87e911,case_026,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
d7b1c42af4c005d582a6,case_028,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
cee7ccdabcae7ef891db,case_028,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
c83ef258f05a9e7a63b8,case_024,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
c41a8eb09c1cb71d4bb0,case_022,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
bcbbfe93a60dd9647b8c,case_028,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
bc3bf75fb5a7259c12c2,case_018,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
b42e3bb88b0c08f985d8,case_020,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
afa4a94ffa7bb36b27ee,case_022,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
ab47f2b158c8529406e0,case_026,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
a881d36d7b9d7dff32e6,case_030,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
a75e60098eaa8df22b68,case_022,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
a5579bea8ec8b999f3e2,case_020,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
a4eecb1b68eab5ee397f,case_030,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
a1fbcd41bdde37bc9ffb,case_020,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
9be7813acf88c30a4e08,case_030,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
974434df5bbf6c667d11,case_022,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
8cead381b51f76c6c592,case_028,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
8951afaacf7dcf579ad8,case_026,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
82497308b920a31d4a46,case_024,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
78d2332c4655b1027688,case_028,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
789160f56279bbd9a5a1,case_018,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
7672464a1223167cadbc,case_028,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
758720e309d0f1112f3b,case_030,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
743ab0294b77f63f9b0e,case_022,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
6c0a166cfb7e005a3697,case_022,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
6707c5935c6c650fe445,case_020,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
67021a446f605505242e,case_028,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
5a935501b457126849b5,case_028,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
565235d0d7f6582f9e49,case_026,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
5604d1fe98adf4c99c5f,case_024,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
4a85d74d80591e7ddb47,case_030,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
491f5cc8cfe805d98fac,case_030,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
3ded2f5cac813afee8a5,case_018,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
3cc3cbe2fae3d180867a,case_024,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
37aa266b2467b0353d2a,case_024,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
30543bc3ca8bbf8a2df4,case_030,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
302d142ee0444dc5c863,case_030,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
2cf893312a03cf232fd9,case_026,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
2c10f637f57b9c148b74,case_020,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
2b2f3a9f3ff9dd607652,case_028,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
24bdcb6165755c51732e,case_026,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
237b2ed9c2079ddad1f0,case_026,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
20c5bf90d15b5b090b9d,case_026,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
200fcc381fd02460d766,case_018,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
10f9db271974da78af5c,case_018,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
0c5757245b28274e9199,case_030,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
0a871ecf13f19f752b8e,case_028,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
09bdae03ad62550c0db4,case_026,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
061d8d41f30888039b3b,case_030,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
04d086f15bea4caab34b,case_026,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
0407b1ce9c51b108ffb5,case_030,urllib3,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
0269a2cbaadbdccc984c,case_024,jinja2,"missing_evidence(severity_or_cvss,scanner_confidence)=-8.0"
