finding_id,case_id,package_name,vulnerability_id,proposed_score,proposed_priority,confidence,score_explanation,evidence_fields_used
616d35cd2be23f170bae,case_007,lodash,1106913,100.0,critical,medium,"scanner_native_priority=72.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
60b7d4f41513070284c2,case_023,express,1111636,100.0,critical,medium,"scanner_native_priority=61.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;exposed_service;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
543df290570cd92da4c8,case_003,lodash,1112455,100.0,critical,medium,"scanner_native_priority=65.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
4e7c02176078f5f649f0,case_007,lodash,1112455,100.0,critical,medium,"scanner_native_priority=65.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
392e6baf650c30174722,case_005,lodash,1106913,100.0,critical,medium,"scanner_native_priority=72.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
3110dae79d4d4268755b,case_003,lodash,1115806,100.0,critical,medium,"scanner_native_priority=81.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
2a2f28aa75aea71ed946,case_005,lodash,1112455,100.0,critical,medium,"scanner_native_priority=65.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
294a595a96e33c0a5c9f,case_005,lodash,1115810,100.0,critical,medium,"scanner_native_priority=65.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
22c471e4d6a1e440c2eb,case_036,lodash,1112455,100.0,critical,medium,"scanner_native_priority=65.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
19523051768ddcd5a0d1,case_032,lodash,1115810,100.0,critical,medium,"scanner_native_priority=65.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
18a656f600763137207a,case_036,lodash,1115810,100.0,critical,medium,"scanner_native_priority=65.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
161ef88d8d0ab57d67e6,case_036,lodash,1115806,100.0,critical,medium,"scanner_native_priority=81.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
1451cf04b525c357ca0b,case_034,lodash,1112455,100.0,critical,medium,"scanner_native_priority=65.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
126d53ecdba94cf5469f,case_003,lodash,1106913,100.0,critical,medium,"scanner_native_priority=72.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
1226661f328fab860b41,case_005,lodash,1115806,100.0,critical,medium,"scanner_native_priority=81.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
08fcbc7a298f98f95032,case_017,express,1111636,100.0,critical,medium,"scanner_native_priority=61.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;exposed_service;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
00ee07e3ffcf1213a87a,case_003,lodash,1115810,100.0,critical,medium,"scanner_native_priority=65.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
e283a4a3e21c6cf8c355,case_009,minimist,1097677,99.0,critical,medium,"scanner_native_priority=98.0; declared_not_used=-18.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;reachability_status;runtime_dependency;scanner_confidence;severity
8cfc49a9c2c0d73aff90,case_011,minimist,1097677,99.0,critical,medium,"scanner_native_priority=98.0; declared_not_used=-18.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;reachability_status;runtime_dependency;scanner_confidence;severity
7f894edc26dee0acefc2,case_013,minimist,1097677,99.0,critical,medium,"scanner_native_priority=98.0; declared_not_used=-18.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;reachability_status;runtime_dependency;scanner_confidence;severity
5d9474b38aff36acf7e6,case_015,minimist,1097677,99.0,critical,medium,"scanner_native_priority=98.0; declared_not_used=-18.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;reachability_status;runtime_dependency;scanner_confidence;severity
f05ea30b966e9cd13899,case_019,express,1100530,97.0,critical,medium,"scanner_native_priority=50.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;exposed_service;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
65249dc54ce8ef25aad5,case_023,express,1100530,97.0,critical,medium,"scanner_native_priority=50.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;exposed_service;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
3af94da3a8403c04e59d,case_017,express,1100530,97.0,critical,medium,"scanner_native_priority=50.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;exposed_service;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
3096160a874dfa86d8f1,case_021,express,1100530,97.0,critical,medium,"scanner_native_priority=50.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;exposed_service;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
ff85626e5653cf4be757,case_001,lodash,1108258,92.0,critical,medium,"scanner_native_priority=53.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
bf5ca135222df8865024,case_005,lodash,1108258,92.0,critical,medium,"scanner_native_priority=53.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
a2818eea9c2c7bc3acdc,case_003,lodash,1108258,92.0,critical,medium,"scanner_native_priority=53.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
6b06f5cce8c273267fb4,case_007,lodash,1108258,92.0,critical,medium,"scanner_native_priority=53.0; reachable=+20.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;package_reachable;reachability_status;runtime_dependency;scanner_confidence;severity
f27f507865b94ab98e2c,case_031,minimist,1097677,63.0,medium,medium,"scanner_native_priority=98.0; dev_only=-22.0; dev_dependency=-22.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;dev_dependency;direct_dependency;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity
dff5a8f3fe120520e7c7,case_025,minimist,1097677,63.0,medium,medium,"scanner_native_priority=98.0; dev_only=-22.0; dev_dependency=-22.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;dev_dependency;direct_dependency;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity
8760d321d387cad14a12,case_027,minimist,1097677,63.0,medium,medium,"scanner_native_priority=98.0; dev_only=-22.0; dev_dependency=-22.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;dev_dependency;direct_dependency;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity
2337ad07042488d3f4ae,case_029,minimist,1097677,63.0,medium,medium,"scanner_native_priority=98.0; dev_only=-22.0; dev_dependency=-22.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;dev_dependency;direct_dependency;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity
ca695badd36bc4b820bc,case_017,qs,1104118,60.0,medium,medium,"scanner_native_priority=75.0; transitive_only=-12.0; transitive_without_reachable_path=-12.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;exposed_service;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity;transitive_dependency
c8733750805568dd868d,case_019,qs,1104118,60.0,medium,medium,"scanner_native_priority=75.0; transitive_only=-12.0; transitive_without_reachable_path=-12.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;exposed_service;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity;transitive_dependency
a0ab172b31f37aa59191,case_021,qs,1104118,60.0,medium,medium,"scanner_native_priority=75.0; transitive_only=-12.0; transitive_without_reachable_path=-12.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;exposed_service;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity;transitive_dependency
55bd12c41033fe4e1900,case_023,qs,1104118,60.0,medium,medium,"scanner_native_priority=75.0; transitive_only=-12.0; transitive_without_reachable_path=-12.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;exposed_service;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity;transitive_dependency
aea0477202da5cdbd974,case_013,minimist,1096466,57.0,medium,medium,"scanner_native_priority=56.0; declared_not_used=-18.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;reachability_status;runtime_dependency;scanner_confidence;severity
64a59d9fbe1b918fa7ed,case_015,minimist,1096466,57.0,medium,medium,"scanner_native_priority=56.0; declared_not_used=-18.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;reachability_status;runtime_dependency;scanner_confidence;severity
4ecdad46b5a4b39807f0,case_009,minimist,1096466,57.0,medium,medium,"scanner_native_priority=56.0; declared_not_used=-18.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;reachability_status;runtime_dependency;scanner_confidence;severity
092b85be79291d90fc6e,case_011,minimist,1096466,57.0,medium,medium,"scanner_native_priority=56.0; declared_not_used=-18.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;reachability_status;runtime_dependency;scanner_confidence;severity
f16d8695d3368ec195b3,case_047,nanoid,1109564,44.0,low,medium,"scanner_native_priority=43.0; declared_not_used=-18.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;reachability_status;runtime_dependency;scanner_confidence;severity
5e7e61371104ff4ea767,case_049,nanoid,1109564,44.0,low,medium,"scanner_native_priority=43.0; declared_not_used=-18.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;reachability_status;runtime_dependency;scanner_confidence;severity
099e59ff2ed8157952bc,case_045,nanoid,1109564,44.0,low,medium,"scanner_native_priority=43.0; declared_not_used=-18.0; runtime_dependency=+10.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;direct_dependency;fixed_version;fixed_version_available;reachability_status;runtime_dependency;scanner_confidence;severity
e45a04d37f2e54b58c22,case_021,qs,1113719,22.0,low,medium,"scanner_native_priority=37.0; transitive_only=-12.0; transitive_without_reachable_path=-12.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;exposed_service;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity;transitive_dependency
d572edfbae8fa957f030,case_017,qs,1113719,22.0,low,medium,"scanner_native_priority=37.0; transitive_only=-12.0; transitive_without_reachable_path=-12.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;exposed_service;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity;transitive_dependency
923a66e6d15923d2a244,case_019,qs,1113719,22.0,low,medium,"scanner_native_priority=37.0; transitive_only=-12.0; transitive_without_reachable_path=-12.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;exposed_service;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity;transitive_dependency
1def54f29ef8502683a2,case_023,qs,1113719,22.0,low,medium,"scanner_native_priority=37.0; transitive_only=-12.0; transitive_without_reachable_path=-12.0; exposed_service=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;exposed_service;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity;transitive_dependency
f85bedfa7249601bc674,case_029,minimist,1096466,21.0,low,medium,"scanner_native_priority=56.0; dev_only=-22.0; dev_dependency=-22.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;dev_dependency;direct_dependency;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity
c97ff9a65e43f55c46f6,case_027,minimist,1096466,21.0,low,medium,"scanner_native_priority=56.0; dev_only=-22.0; dev_dependency=-22.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;dev_dependency;direct_dependency;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity
c33c4ccfedfed73b76af,case_031,minimist,1096466,21.0,low,medium,"scanner_native_priority=56.0; dev_only=-22.0; dev_dependency=-22.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;dev_dependency;direct_dependency;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity
4625e28e06bc632bc982,case_025,minimist,1096466,21.0,low,medium,"scanner_native_priority=56.0; dev_only=-22.0; dev_dependency=-22.0; direct_dependency=+8.0; fixed_version_available=+5.0; missing_evidence(scanner_confidence)=-4.0; prioritization score only, not an exploitability claim",cvss_score;dev_dependency;direct_dependency;fixed_version;fixed_version_available;reachability_status;scanner_confidence;severity
